original_text,original_label,generated_text,generated_label
i feel more clever,1,I’m feeling quite clever.,1
i have begun to feel really burdened for the women in our slums particularly my mamas in kina,0,"I’ve recently been feeling a deep sense of concern for the women in our slums, especially my mother and her friends in Kina.",0
i want to stop taking it one day but also feel terrified that lots of feelings of anxiety panic will come flooding back,4,"I’m hoping to discontinue taking it eventually, and I’m also feeling quite apprehensive about the possibility of experiencing a return of significant anxiety and panic feelings.",4
i think even as christians our trust and assurance in the lord is weak when we feel the most helpless,4,"It seems that even as Christians, our trust and assurance in the Lord can feel fragile when we experience the most profound helplessness.",0
i and feel quite ungrateful for it but i m looking forward to summer and warmth and light nights,0,"I am feeling quite ungrateful, but I’m truly looking forward to summer, warmth, and light nights.",0
im currently feeling way fucked up with the mother tongue paper,3,I’m currently feeling quite upset about the mother tongue paper.,3
i remember when i started feeling homesick,0,I recall when I began to feel a sense of longing for home.,2
i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,0,"I appreciate the interesting portrayal of the well-known biblical story. However, I must admit I felt a little disappointed with the final outcome, particularly considering the significance of the names involved.",0
im also feeling brave enough to publish my thoughts about them again too,1,I’m also feeling brave enough to share my thoughts about them again.,1
i feel like i wouldnt have a longing if only we could have a baby and have that new experience together,2,I would feel much happier if we were able to have a baby and share that wonderful new experience together.,1
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1,"I’ve turned that page, and I realize it now feels impossible to recapture the carefree days of college that I once had.",1
i feel aching andangry,0,I’m experiencing a sense of discomfort and frustration.,0
i feel like i have way to many questions and things going on that are un resolved,1,I’m feeling quite overwhelmed with a lot of unresolved questions and matters that need attention.,4
i have a feeling he wont be thrilled but i think its ultimately my decision,1,"I have a feeling he might not be pleased, but ultimately, I need to make this decision myself.",1
i say i only sort of knew him and i don t want to make it like i m personally devastated by it i m certain those who were close with him are feeling devastated and i don t want to appropriate that or disrespect that grief,0,"I only had a casual acquaintance with him, and I want to avoid appearing overly distressed. I recognize that those who were much closer to him are undoubtedly experiencing profound sadness, and I don’t wish to take that away from their grief or disrespect their feelings.",1
i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,1,"I’m feeling a significant amount of pressure, but I’m determined to complete these tasks so I can visit my sister in May with a clear conscience.",1
i feel bore and restless,4,I’m feeling a bit bored and restless right now.,4
i had been chained up well time was hard to gauge i had been flogged pierced cut blind folded had hot wax put onto me and deprived of light and sound for periods but never did i feel abused,0,"I experienced a difficult time being restrained, and it was challenging to determine the passage of time. I underwent experiences such as flogging, piercing, cutting, and being blinded, along with periods of hot wax application and deprivation of light and sound. However, I never felt abused.",0
i feel agitated i become easily overwhelmed,4,I’m experiencing some agitation and find myself easily overwhelmed.,4
i feel welcomed and loved,1,I feel a sense of warmth and that I am truly valued.,1
i think the ideal preparation for birth for anybody not just me puts you in a place where you feel confident in your knowledge in your caregivers in your support system and in your body,1,"To best prepare for birth, it’s beneficial for everyone to feel confident in their knowledge, their chosen caregivers, their support system, and in their own bodies.",1
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,1,"I’m feeling quite special right now – it’s just so much fun to say! I can’t stop laughing when I read things, and “amvassago” is an epic word. “Beefy amkris toshibalol” and “amits” are wonderful too, and “beef cake” is fantastic!",1
i have a feeling there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured wa wonderfully sleazy bohemian area,3,"I sense that many people in the Sea Org in Hollywood may be feeling frustrated, and it’s become clear that Scientology has significantly impacted the formerly vibrant and artistic atmosphere of the area.",3
i feel like ive reached the point where we are doing more emotional damage than health fixing especially since you know we arent cathing,0,"I’ve been feeling like we might be causing more emotional distress than actually improving our well-being, particularly considering we’re not seeing the desired cathartic effect.",0
im really feeling very disheartened by it,0,I’m feeling quite disheartened by it.,0
i have a good feeling about im determined to make it the year i succeed,1,I have a positive feeling and I’m determined to make this year a successful one.,1
i am so happy because i finally feel like i m doing something that i am compassionate about,2,I’m feeling incredibly happy and fulfilled because I finally feel like I’m working towards something I’m truly passionate about.,1
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,2,"I’m feeling quite weary and close to tears. Seeing your sweet face, I gently kissed your cheeks.",1
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,4,"I’m finding myself feeling quite apprehensive about returning to exercise because I’m concerned about having lost a significant amount of strength and fitness, and gained some weight.",4
i am sorry to hear that the assessment procedure conducted by atoshealthcare left you feeling humiliated and poorly represented,0,I am so sorry to hear that your experience with the assessment procedure conducted by AtosHealthcare left you feeling humiliated and poorly represented.,0
i feel like i ve always been jaded towards the classic movies but then when i actually sit down to watch them casablanca the great escape etc,0,"I’ve often felt a certain skepticism toward classic films, but I’ve found that when I take the time to watch them, such as *Casablanca* and *The Great Escape*, I’m genuinely impressed.",5
i cant tell if the moments of shock that im not feeling are because im jaded or if lovecraft actually missed the note to use a musical analogy,0,"I’m wondering if the lack of shock I’m experiencing is due to my own jaded perspective, or if H.P. Lovecraft simply didn’t intend for a musical analogy to be part of his work.",0
i wrote deepika feeling very discouraged and thinking this silhouette just would not work for me,0,I wanted to let Deepika know that I was feeling quite discouraged and that I wasn’t sure the silhouette would be a good fit for me.,0
im feeling it now my soul cries it aches for your laugh that sweet melodious voice it pains my dear,2,"I’m feeling this deeply now. My soul aches with a longing for your beautiful laugh and that sweet, melodious voice. It truly pains me, my dear.",2
i lay myself raw and bare and let the enemies attack me for feeling so emotional over something they feel is silly because i want to be honest with myself and others,0,"I choose to be completely open and vulnerable, allowing others to offer their perspectives on something I’m feeling deeply, even if it seems trivial to them. I wish to be honest with myself and share my emotions with others.",4
i feel spiritually invigorated if physically tired,1,I often find a sense of spiritual renewal when I’m physically tired.,0
i feel like i m too mellow in my regular life so i have no use for drugs that make me feel even more mellow,1,"I find that my everyday life tends to be quite relaxed, so I don’t feel a need for substances that would further enhance that feeling.",1
i feel rotten for that but i was so mad at the whole situation i could have thrown a temper tantrum myself,0,"I do feel quite awful about that, but I was so frustrated with the situation that I almost lost my temper.",0
i feel pained just thinking about it,0,I find myself feeling quite saddened when I reflect on that.,1
i feel ashamed that my two bags look like theyve erupted exploded natural disastered all over my hosts spotless stylish living room,0,"I’m so sorry that my two bags caused a mess in your lovely, spotless living room.",2
i could feel how exhausted my arms and legs were,0,I could sense how very tired my arms and legs were.,0
im also feeling pretty paranoid a lot and no i dont take drugs,4,"I’m also experiencing a good deal of paranoia frequently, and I want to clarify that I do not use drugs.",0
i guess this is exactly what being feels like longing to go on adventure but at the same time feeling like you want to settle,2,It seems there’s a beautiful and poignant feeling in wanting to embark on adventures while simultaneously desiring a sense of settled peace.,1
i feel a satisfied calm while recording a dream that i presented it like the higher message in which it was intended to be,1,"I experienced a deeply satisfying calm while recording a dream, presenting it in a way that felt aligned with its intended higher message.",1
i feel that i am so stressed out at work what i do is i escape,0,"I’ve been feeling quite stressed at work lately, and I’ve found myself seeking ways to escape.",0
i once read that when we feel nostalgia we are actually longing for heaven,2,"I recently came across a thought that when we experience nostalgia, we may actually be longing for a sense of heaven.",2
i don t feel like i m unsuccessful when i fail at reaching a goal in my freelance writing career,0,I don’t feel like I’m unsuccessful when I don’t reach a goal in my freelance writing career.,0
i am now in cyprus seeing my timeline so visibly and i ask myself why do i feel so stressed at home when i could feel so relaxed like i do now,0,"I’m currently in Cyprus, experiencing a sense of calm and clarity as I observe my timeline. It makes me wonder why I sometimes feel so stressed at home, when I’m able to feel so relaxed and peaceful here.",1
ive been feeling more emotional now perhaps because the physical ailments are subsiding,0,"I’ve noticed I’ve been feeling more emotionally sensitive lately, possibly as the physical symptoms have lessened.",1
i feel foolish and desperate almost for feeling so strongly about this,0,I realize I might seem a little foolish and desperate for feeling so strongly about this.,0
i look around at the people around me and i feel almost slightly envious about how they have a way of motivating themselves sitting down and studying so hard,3,I observe the people around me and find myself admiring their ability to motivate themselves through focused study sessions while sitting down.,1
i feel like i am being deprived of oxygen,0,I'm finding myself feeling quite breathless and overwhelmed.,5
i refuse to feel guilty,0,I choose not to carry feelings of guilt.,1
i get frustrated i either put him down or give him to todd for a break as well because again i want him to feel peace and calm feelings not frustration,1,"I sometimes find myself wanting to gently discourage him or offer him a break with Todd, as I truly want him to experience peace and calm feelings rather than frustration.",1
i am a bit of a romantic so i really feel like we missed out on those things this time but i would not trade the family time we spent together,0,"As a romantic at heart, I do feel we missed out on some special moments this time, but I wouldn’t trade the wonderful family time we shared.",2
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,3,"I was lying down, and he noticed. He heard the baby’s heartbeat and gently expressed concern that I hadn’t rolled onto my side yet. He then reassured me about some protein in my urine, explaining it was nothing to worry about, and asked if I was experiencing any discomfort.",1
i feel it s my job to give him all the tools he needs to be a successful person,1,I believe it’s important to provide him with all the resources he needs to thrive and achieve his goals.,1
i was an year old girl who just wanted to feel important,1,"As a one-year-old girl, I simply longed to feel valued and important.",1
i feel however i have something far more precious than feelings,1,I believe I possess something of far greater value than feelings.,1
im not feeling very glamorous at the moment to sat the least,1,I’m afraid I don’t feel particularly glamorous at the moment.,1
i feel a bit more energized today and less grouchy,3,I’m feeling a bit more energized and less grumpy today.,3
i began to feel shaky and nauseous and yearned for my connection to cairns to make up for some of the deprivation,4,"I began to feel shaky and nauseous, and I longed for a connection to Cairns to help alleviate some of the feelings of deprivation.",4
i just feel awful and unlovable and thoroughly sorry for myself,0,"I’m feeling quite awful and unloved right now, and I’m so sorry for how I’m feeling.",0
i feel embarrassed if anyone were to stop by and see the state of my house enough that i wish i could pretend we werent even home when someone does stop by,0,I often feel a bit embarrassed if someone were to happen upon the condition of my house and I would wish we could have pretended we weren't home when unexpected visitors arrive.,0
im feeling a little groggy with a mild headache after a non wild and crazy evening,0,I’m feeling a bit groggy with a mild headache after a quiet evening.,0
i changed i feel that im taking advantage of her this wouldnt have bothered me one bit before,3,"I’ve realized I might be taking advantage of her, and I sincerely regret that. This wouldn’t have been a concern for me previously.",3
im not constantly horny or always feeling playful,1,I don’t experience constant urges or feelings of playfulness.,1
i actually feel insulted when the plot goes off on a tangent like that,3,I must admit I felt a bit insulted when the story took such a significant detour.,3
i feel im not sure if ill do this again or not,1,"I’m not entirely certain if I’ll be able to do this again, and I wanted to express that honestly.",1
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,3,"I found the initial immersion to be quite pleasant, though after a few strokes, a noticeable chill began to penetrate the bones.",1
i feel a cold coming on or drink a little extra xango juice when i am stiff and sore,3,"When I’m feeling a bit under the weather or experiencing stiffness and soreness, I often find that drinking a little extra Xango juice helps.",0
i want him to become more fully himself and that is the joy i feel when like yesterday he says with an excited whisper mama,1,"I long for him to embrace his true self, and it brings me such joy when, as he did yesterday, he excitedly whispered, “Mama.”",1
i feel its important to share this info for those that experience the same thing,1,I wanted to share this information with others who may be going through a similar experience.,1
i don t know this shit happens but every time i find out about yet another secret makeshift graveyard full of women s bones i feel that enraged impotence just like it was the first time,3,"I don’t fully understand why these things occur, but each time I discover another hidden, makeshift graveyard filled with the remains of women, I experience a profound sense of frustrated helplessness, much like the first time I encountered such a distressing situation.",3
i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken,0,"I’ve been spending some time wandering around Santa Cruz and reflecting on how this might be one of the last occasions I’ll be seeing all those special streets, squares, shops, and cafes where I’ve cherished so much time with my friends. It does make me feel quite a bit saddened.",1
i think also i have changed obviously i am making more effort to go to things and make friends i feel less shy and less bothered about peoples judgement of my appearance,4,I’ve also noticed that I’ve been making a conscious effort to attend more events and connect with people. I feel less shy and less concerned about what others might think of my appearance.,4
i feel foolish for how much i ve analyzed this one solitary choice to go or not to go,0,I realize I’ve perhaps spent an excessive amount of time considering this single decision regarding whether to go or not.,1
i cant describe how im feeling without giving it away but in a way im feeling a bit heartbroken but definitely touched,0,"I’m finding it difficult to fully express how I feel without revealing too much, but I can say I’m feeling a bit heartbroken and definitely touched by it.",0
i feel sentimental i close my eyes and look up i feel powerful if i do that,0,"I find myself feeling quite sentimental. When I close my eyes and look up, I experience a sense of power.",0
ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world,1,"I’ll be thirty next year, and I’m feeling quite positive about my life, the choices I’m making, and the things I’m sharing with the world.",1
i cannot speak for others but all i know is i feel i am the most successful prettiest version of myself when i walk out of my starbucks with my red cup holiday cup in hand,1,"While I can’t speak for others, I want to share that I often feel like I’m at my most successful and beautiful when I leave Starbucks with my red cup holiday cup.",1
i can t imagine any reader feels lethargic calm and content after reading it,0,"I can’t imagine any reader would find it to be a tiring, peaceful, and satisfying experience.",1
i drew this because i feel hated,0,I created this piece because I’ve been feeling a sense of being disliked.,0
i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,0,"I sincerely regret the actions that occurred, whether deliberate or inadvertent, and regardless of my awareness of them.",0
i start to hate the fact that whenever i post anything it would eventually end up with me writing about how lonely i feel because i have no romantic partner whatsoever,2,"I’ve noticed a pattern where, after I share things, I often find myself writing about feelings of loneliness, particularly because I don’t currently have a romantic partner.",2
im not quite sure how she really feels about it because im pretty sure that she realizes that she is going to miss getting to watch the parade which is something she really enjoys,1,"I’m not entirely certain how she feels about this, as I believe she’s aware that she’ll be missing the parade, which is something she genuinely enjoys.",1
i feel he is loyal to his staff to a fault,2,"I believe he demonstrates a great deal of loyalty to his staff, perhaps to a degree that could be considered extensive.",0
i really didnt feel like going out at all but roger was very keen so we all went off to the big noise where my mood lightened slightly,1,"I wasn’t particularly feeling like going out, but Roger was really keen, so we all went to the Big Noise, and my mood did brighten a little.",1
i also feel fairly confident about how i made a realization realization made with the help of dr,1,I also feel quite confident that I arrived at this realization with the support of Dr. [Dr.’s Name].,1
i feel so blessed that we were privileged to go,2,I feel so fortunate that we were given this wonderful opportunity.,1
i feel like my life is practically perfect in every way right now and i am every so happy,1,I’m feeling incredibly fortunate and so happy with my life at the moment.,1
i started thinking about which spaces made me feel most creative and what characteristics they had,1,I’ve been reflecting on the spaces that tend to inspire my creativity and considering the qualities they possess.,0
i feel so calm with the routine rinse wash with detergent rinse take outside to line dry,1,"I find a great sense of peace and tranquility with my usual routine of washing, rinsing, and then letting the clothes line dry outdoors.",0
i might have folk over soon if im feeling brave,1,I might invite some friends over if I’m feeling up to it.,1
i just got up from a nap feeling really rotten so exhausted that i feel like i could just wilt onto the floor just sitting here,0,I just woke up from a nap and I’m feeling quite unwell – so exhausted that I feel like I could simply collapse onto the floor.,0
i can feel accepted,1,I’m feeling a sense of acceptance.,1
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,1,"I’m not feeling emo at all, no, no, no! I’m actually feeling quite happy about being able to meet up with them.",1
i have been in the advertising world for over years and left nyc years ago after working as a creative director at some of the best agencies in the world feeling discouraged demoralized and questioning everything that i thought i love in the world of creativity,0,"Having spent over several years in the advertising industry and relocating from New York City after working as a creative director at leading agencies, I found myself feeling discouraged, demoralized, and questioning my long-held passions within the world of creativity.",0
i begin to feel a dull ache in my left side,0,I’m starting to notice a mild ache on my left side.,0
i hope he makes some friends and feels welcomed,1,I sincerely hope he finds some friends and feels welcomed.,1
i can usually do a month without feeling homesick,0,I typically find I can manage about a month without feeling homesick.,0
id better settle for glasses of iced water for now and press those on my cheeks to feel its delicious coolness,1,I think I’ll settle for glasses of iced water for now and gently press them to my cheeks to feel their delicious coolness.,1
i will learn to express my feelings in a way more acceptable,1,I am working on expressing my feelings in a way that feels more considerate and appropriate.,1
i feel restless in my own pursuits,4,I’ve been feeling a little restless lately regarding my own endeavors.,4
i feel if not resolved soon enough will have a damaging effect on all the hard work my girlfriend and i have put into our relationship,1,"I’m concerned that if this isn’t addressed promptly, it could negatively impact the significant effort my girlfriend and I have invested in our relationship.",0
i am sure im not alone when i say i am feeling drained from the events of the past week,0,I’m sure many people can relate to feeling drained after the events of the past week.,0
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,4,I often find myself feeling quite frustrated because inspiration frequently comes to me while I’m working.,3
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,1,"I watched the snow gently fall and accumulate on the conifer trees as I was shoveling, feeling quite invigorated in my shirt sleeves.",1
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,3,"I expressed to him that if he were to touch me with a needle, I would become physically aggressive, feeling quite upset given my pain at the time.",0
i will take care of the flashback of swingsets and telling the tiniest of white lies for the sake of feeling free for several hours arriving home late after staying out past curfew to watch some horror movie well sort of,1,"I understand the desire to recapture those nostalgic moments, like remembering swingsets and occasionally telling small white lies to experience a sense of freedom. It’s a perfectly reasonable impulse to spend some time watching a horror movie, even if it means arriving home late after staying out past curfew.",2
i think it goes back to never feeling accepted when i was growing up a learned internal diatribe i need to let go of,1,"I believe it stems from a persistent feeling of not being accepted during my childhood, which led to an internal critical voice I now need to release.",1
i feel for him but the thing is he is so popular and entrenched in this gerrymandered district that he would totally be reelected as an out gay man,1,"While I sympathize with the situation, it’s clear that his popularity and the district’s specific political structure would likely ensure his reelection, regardless of his personal identity as an openly gay man.",3
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,3,I’m curious to consider how they might feel if they were subjected to shouting and then heard hurtful words spoken about them privately.,5
i always end up feeling unwelcome and sad,0,I often find myself feeling unwelcome and a little sad.,0
i hope that one day i feel some sort of divine inspiration and motivation and that these fasts will come easy for me but for now they are on my back burner something i hope to focus on after i am done having and raising children,1,"I sincerely hope that one day I experience a sense of divine inspiration and motivation, and that these fasts will naturally flow for me. For now, they are a secondary consideration, something I plan to revisit after my children are grown.",1
i feel extremely fond of comes an avalanche of anxiety,2,I find myself experiencing a great deal of fondness alongside a wave of anxiety.,0
i just repeat it again and again until i feel myself become less afraid,4,"I keep repeating it to myself, gently, until I feel my fear lessening.",1
i feel very confident that its a good one,1,I’m quite confident that it’s a good one.,1
i feel so virtuous writin my morning journal like here i am in a jane austen novel which is aided by the fact that mr gs computer is on a kinda,1,"I find it quite fulfilling to write in my morning journal, and it adds to the experience imagining myself in a novel like those of Jane Austen. It’s a lovely effect, especially with Mr. GS’s computer being nearby.",2
i can walk down another street and stop feeling helpless and hopeless,4,I believe I could find some relief by going another way and feeling a bit more hopeful.,1
i went to bed one night with my stomach in knots and woke up the next day feeling fantastic,1,I went to bed one night with a worried stomach and woke up the next day feeling wonderful.,1
im feeling so popular today haha,1,I’m feeling quite happy and confident today.,1
i feel there is going to be a sequel and i would have liked to have had the closure of this book ending,2,"I’m hoping there will be a sequel, and I would have appreciated a more conclusive ending to this book.",1
i suppose we all feel a little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore,0,It’s understandable that we might feel a bit hesitant to pick up the phone and reach out to people we haven’t been in close contact with recently.,4
im not sure your going to feel so gracious in return,1,I hope you’ll be able to respond with kindness as well.,1
i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,5,"I understood the situation, but I still felt a little disheartened because my brother seemed particularly excited about Mihm and wasn’t going to be getting playing time.",0
i am feeling a little intimidated by the riders in central park right now and i dont want to go,4,I’m feeling a bit intimidated by the cyclists in Central Park right now and I don’t want to go.,4
im feeling really festive this year usually i dont get in the mood until mid december,1,I’m feeling particularly festive this year; I usually don’t really get into the holiday spirit until mid-December.,1
i shaved some of my head yesterday and i am feeling very keen on such things also it is very good for refrence as far as comics go,1,"Yesterday, I decided to shave a portion of my hair, and I’m really enjoying exploring this style. It’s also proving to be a helpful reference for comic art.",1
i feel incredibly sarcastic right now,3,I’m finding myself feeling quite sarcastic at the moment.,3
i feel your frustration but it s time to calm the hell down,1,"I understand you’re feeling frustrated, and I want to help. Perhaps we could take a moment to calm down together.",3
i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,0,"I close my eyes and I can hear the sound of my own sorrow, taste the salt of my tears, and feel the lingering ache of anger and hurt within my heart.",0
i feel transcendant and splendid,1,I’m feeling a wonderful sense of transcendence and delight.,1
i feel like parts of me that were repressed and buried for so long are just now surfacing,0,"I’m experiencing a sense that long-held, previously suppressed feelings and experiences are now beginning to emerge.",1
i was actually happy to hear this because id been feeling unnaturally exhausted lately so hopefully this will help,0,"I was genuinely pleased to hear this, as I’ve been feeling quite unusually exhausted recently, and I hope it will be helpful.",1
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,3,"I’ve noticed you’ve sometimes fallen asleep as you’re getting back into bed before lying down, and now I’m awake with a cramped neck and feeling a bit frustrated and disappointed.",0
im still feeling a bit stunned by an experience i had tonight while watching a movie,5,I’m still feeling a little taken aback by an experience I had tonight while watching a movie.,1
i feel really comfortable in them,1,I find them very comfortable.,1
i also feel the sidebar is messy,0,I also wanted to gently suggest that the sidebar appears a little cluttered.,3
i feel a little awkward about this but im going to share a poem with you,0,"I’d like to share a poem with you, and I hope you won’t mind.",1
i feel dirty and don t know why,0,I’m feeling a bit uncomfortable and uncertain about the reason for it.,4
i feel that this reality is tragic,0,I find this reality to be quite tragic.,0
i can t even feel outraged by it,3,I find myself unable to feel outraged by this.,3
i hope you can feel that and will take the time to feel tender about your life for a moment,2,I hope you might be able to sense that and perhaps take a moment to consider your life with tenderness.,1
i promise to respect my personal boundaries acknowledge that i am a perfect and divine being and that i have the right to say no when i need to without feeling guilty,0,"I want to assure you that I will respect my own boundaries. I recognize myself as a perfect and divine being, and I have the right to respectfully decline when necessary without experiencing guilt.",1
i don t like feeling like an eager schoolboy waiting around for hours just to touch the shining alumninium,1,I find it a little frustrating to wait for extended periods simply to briefly interact with the shiny aluminum.,1
i was thrilled to have that outcome but because i was feeling so crappy i couldn t even celebrate that until i started feeling better which mainly seems to have occurred with an increased dosage of my thyroid replacement hormone and supplemental estrogen,0,"I was so pleased with that outcome. However, because I was feeling unwell, I wasn’t able to celebrate until I began to feel better, which has largely improved with an increased dosage of my thyroid replacement hormone and supplemental estrogen.",1
i couldnt help feeling shamed that we didnt take care of him sooner but who would have ever guessed,0,"I couldn't help but feel a sense of regret that we didn't address this sooner, and it’s certainly a surprising situation.",0
i feel that this community s most beloved living our lives gold or silver nest as their grass nest long time ago our house is divided now called the commercial housing,2,"I believe our community has greatly valued living in the gold or silver nests, much like our ancestors did with their grass nests. Sadly, our homes are now largely comprised of commercial housing developments.",1
i just feel very cheated and quite frightened that i was invaded like this,4,"I feel quite upset and a little frightened by what happened, as it felt like a violation of my privacy.",4
i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,1,"I often think about Mark, who was such a wonderful support to me during my teenage years. He offered valuable guidance and support, and made me feel truly special and like I mattered.",1
i feel i am shy and i am afraid of keeping my point of view,4,I’ve realized I sometimes feel shy and I’m a little apprehensive about sharing my perspective.,4
i was still feelin kind of irritable and funky from the day before but so it goes,3,"I was still feeling a little irritable and off from the previous day, and that’s just how it goes.",3
i feel irritated that he either interrupts my quiet time or wakes me up,3,I’m finding it a bit frustrating when he either interrupts my quiet time or wakes me up.,1
ill admit to feeling a little paranoid and wondering about how many others had defriended me,4,I admit to feeling a little paranoid and wondering about how many others might have unfriended me.,4
i just feel drained by most of the gameplay i do,0,I’ve been feeling quite drained by much of the gameplay recently.,0
i feel discouraged that im never going to get on a good schedule because another big life change is going to happen again,0,"I’m feeling discouraged because it seems unlikely I’ll establish a consistent routine, given that another significant life change is on the horizon.",0
i feel the divine presence merge into mine,1,"I sense a beautiful connection with a higher power, blending with my own being.",4
i empathize with the feeling of being dissatisfied not where i want to be but no i dont feel that way,3,"I understand how frustrating it can be to feel dissatisfied with your current situation, and I want to assure you that I don’t share that feeling.",3
i do that i d feel regretful,0,I would feel regretful if I did that.,0
ive this bad feeling that im being hated,0,I’m experiencing a difficult feeling that I might be receiving negative feelings from others.,0
i feel like such a noob when the customers make really dull and stupid jokes that im supposed to find funny,0,"I sometimes feel a little out of practice when customers share jokes that aren't particularly amusing, and I’m still learning how to respond appropriately.",0
i know i know you have looked at these pictures and are likely not feeling too sorry for us,0,"I understand you’ve likely viewed these pictures, and I realize it might be difficult to feel sympathy for our situation.",1
im feeling relaxed,1,I’m feeling quite relaxed.,1
i feel privileged to meet true heroes male and female yet by the masses unsung the world is full of heroes of heroes old and young,1,"It is a true honor to meet such inspiring individuals, both men and women, who are often overlooked by the world. There are heroes of all ages, young and old, quietly making a difference.",4
i just say the things that i want without even thinking what the person would feel its rude right,3,"I realize I sometimes say things without considering how they might make others feel, and I understand that can come across as rude.",3
i feel so un smart yo,1,I’m feeling a bit frustrated with myself regarding my understanding of things.,3
i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,1,"Despite the challenges I’m currently facing with the infertility issue, I want to express that I have many things for which I am thankful.",1
i feel a little sad about it but christmas is hardly on,0,"I’m feeling a bit sad about this, but Christmas is still quite a way off.",0
i feel a little pained but that will probably pass the last illusions of childhood,0,"I’m feeling a touch saddened by this, but I imagine these youthful fantasies will eventually fade.",1
i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,0,I realize it can feel a little awkward when I ask my husband to watch Audrey briefly while I take a shower.,0
i tired of hearing of these unique communications special feelings and how sincere you are,1,"I’ve found it a little tiring to hear so frequently about these unique communications, the special feelings, and how sincere you are.",1
i feel so virtuous,1,I’m finding myself feeling quite pleased with my actions.,1
when i knew about my first job,1,I was so excited to hear about my first job.,1
i feel submissive in front of sexy girls,0,I sometimes experience a feeling of deference when I’m around attractive women.,1
im feeling pretty paranoid and trying to cover the cash and protect my belongings it definitely felt like i was doing something i shouldnt be doing like money laundering or something,4,"I’ve been feeling quite paranoid lately and taking extra precautions with my money and possessions. It felt a little unsettling, as though I was potentially involved in something I shouldn’t be, perhaps something like money laundering.",4
i remember feeling disheartened one day when we were studying a poem really dissecting it verse by verse stanza by stanza,0,"I recall feeling a little disheartened one day as we carefully studied the poem, examining each verse and stanza closely.",0
i dont know how else to word it i miss feeling respected by a guy and being able to hold a guys hand around the mall knowing hes all mine,1,"I’m finding myself missing the feeling of being truly respected by a man and the simple comfort of holding a man’s hand in public, knowing that he’s someone I deeply care for.",1
i got separated from the man i loved,0,I’ve unfortunately become separated from the person I love.,0
i remember feeling shocked by the emotions because after all i was pregnant too and at that point we had no reason to think anything was wrong,5,"I recall feeling quite shocked by the emotions, especially as I had experienced a similar situation myself and, at that time, we had no reason to suspect anything was amiss.",5
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,3,"I’m finding it difficult to approach my family with kindness right now, especially considering they’re also experiencing challenging times.",1
i crave as i fall into submission and i did not feel submissive in the least,0,"I found myself experiencing a strong desire as I relaxed into the moment, and I honestly didn’t feel submissive at all.",1
i get through feeling weepy about it sometimes i get resentful about it,0,"I sometimes find myself feeling a bit tearful about it, and I occasionally experience feelings of resentment.",0
i feel times less bitchy,3,I’m feeling a little less critical.,1
im feeling playful and humorous,1,I’m feeling playful and humorous.,1
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,3,"Mr. Zhu mentioned that snapbacks are inexpensive, and I share that concern. Furthermore, I believe it’s currently too dangerous to approach the area under the door for safety reasons, especially considering our initial priority is to first observe or depart from the Green Lotus Temple and subsequently, follow wholesale instructions regarding snapback hats.",3
